# g,r,e,s,t,l,o
-4.249985843924993789e-01,-1.231362349178466653e+00,-8.405166689995887674e-01,-5.141033101328146282e-01,-6.544120914640111364e-01,6.672222833556407107e-01,-1.007409986084103343e-01
3.749062298800964754e-01,4.442859089627859137e-01,3.780656556978080896e-01,-4.080803194580264748e-01,-1.207895445064060269e-01,-9.845062898610602575e-01,-5.117163091398727603e-01
-2.684115041923489375e-01,-4.138845445441203252e-01,-4.057957733093713881e-01,-9.664966348408164654e-02,-1.341802379853027638e-01,3.816008437449876500e-01,-4.725423260932169051e-02
-9.286054407123128795e-01,-1.792644904872914946e+00,-1.254620117338220542e+00,-5.168947794605572854e-01,-8.646244375708409535e-01,-8.003991624940528515e-01,-7.422131399651856754e-01
-2.966914354642817275e-01,-1.291359224169511322e+00,-8.940460232201912216e-01,1.306326598864037791e+00,6.530167341558271166e-02,2.679284026852086775e+00,1.289514281858305189e+00
-4.345828764783821740e-01,1.812928955914488549e+00,7.193107054240315268e-01,1.717198468896195651e+00,1.076203764056544498e+00,1.319687008179119825e-01,8.782345607375898755e-01
-3.359694019657271102e-01,-1.022414057198725690e+00,-6.594524914049710862e-01,-9.226651696608353381e-01,-8.145676846333487209e-01,1.175164561883962344e+00,-1.045443071318975237e-01
9.771588205765785462e-01,-6.503291334747608454e-01,1.791539118597766378e-01,5.302864012877457345e-01,3.712000455766859552e-01,-6.165507256912873546e-02,1.452192674006844153e-01
1.128655838723030408e-01,8.945653980830337026e-02,-3.525001164561564204e-02,1.516215647185682691e+00,9.371469854421111689e-01,-8.952525929202096444e-01,7.718171706514029839e-01
1.515397513863682710e-01,1.555614115846003231e-01,1.363459074112854663e-01,-3.748225940772387799e-01,-7.133725937005844231e-02,-3.661560881440418247e-01,-1.330286677038303167e-01
7.044631088765292981e-01,2.861448517157557103e-01,5.708838172003378730e-01,2.684856561097769823e-01,5.452665637785961694e-01,4.493729797593187109e-02,8.946238696564343118e-02
-2.811525863484993226e-01,-1.117086468808104804e+00,-7.823819081118431606e-01,8.319607518383910216e-01,-1.739955081359908229e-01,-2.087863781009905717e-01,3.555675510109664872e-01
-2.789262267457331412e-01,-1.265918353155093712e+00,-6.916529129123255570e-01,1.303437421609873192e+00,4.383776727065819001e-01,1.086932508211328141e+00,1.052334701177820353e+00
9.031716962647609592e-02,5.788972946142637577e-01,4.831131444118047513e-01,-7.755934540756297402e-01,-1.103829056939811259e-01,1.287411702417133874e+00,-7.751272779026326110e-03
1.022145408725854271e-01,1.773257754989205237e+00,9.117538301947071266e-01,2.121860065345269886e-01,4.058176269211851150e-01,9.284747802931478944e-01,3.942607271336731611e-01
1.613854127860175680e+00,6.978074910817918530e-01,1.119595991271469027e+00,-3.703636899731718030e-02,6.240098780250162847e-01,1.366342810530978502e+00,4.390895892380390908e-01
-7.282833701354961553e-01,3.529015911267403549e-01,-2.275603768125375459e-01,-6.729493977964418061e-01,-2.926149677509711777e-01,4.908442059825657289e-01,-3.788919491206308443e-01
-4.491672323040105663e-01,1.538434026548318179e-01,-1.243551731836584212e-01,-1.616188507316977940e+00,-9.952754608692632177e-01,-1.647781896207823005e+00,-1.141658117055833310e+00
5.007694854741174817e-01,2.828479945928431549e-01,3.396849996250415060e-01,2.920724674430347570e-02,1.448734971343360878e-01,3.210831898468755052e-01,2.300849255375340130e-01
3.546811284200949377e+00,-1.936153019582585344e+00,8.830071003434727395e-01,-3.343724254813964514e-01,2.895890259884346674e-01,1.432425310200272195e+00,2.529562736568481407e-01
1.104750715297009300e+00,7.583684421629670602e-01,1.011458009091709798e+00,-7.206343036680066261e-01,-2.119764500849624644e-02,3.279952140323749155e-01,-3.166847548000498724e-01
6.177392251485499391e-02,1.439316046308964703e+00,6.923956349695403745e-01,5.366654833109751888e-01,7.924187920176101185e-01,8.788612036101060010e-01,4.187802596692246082e-01
5.829565103966740658e-01,-3.830982960245453151e-01,3.395322686970094206e-01,-1.269589567766731708e+00,-3.541080075173100861e-01,1.504454532293114655e-01,-5.564841819342808416e-01
3.441121724296020701e-01,6.919583867684692136e-01,4.649772029978693766e-01,1.678576308963085351e-01,4.571856076997600216e-01,-3.861410343278678936e-01,-7.476181226054187667e-02
2.260268417415644063e-02,1.057872712968427997e+00,5.608300145022668826e-01,1.529282372421859160e+00,9.027762678897914839e-01,2.715179606891446884e-01,7.790268970457976394e-01
-9.182073459773459900e-01,4.847861681138157519e-01,-2.438494056918934505e-01,1.682650324176137691e+00,8.293031126213694648e-01,-4.310367019908708519e-01,9.819875201567140888e-01
1.031325286750001125e+00,-1.519249964990310398e+00,-3.121098354011885290e-01,-1.600672424464702370e+00,-9.958723149738388791e-01,9.268080341294846480e-01,-4.671977085205120117e-01
2.393476206662544126e+00,1.448541585082378846e+00,1.991232978658987518e+00,3.431275967911103786e-01,1.052856133333648803e+00,-3.148154842002618969e-01,1.447229998795276362e-01
1.219154278027506866e+00,-1.109512439118960359e+00,4.612654006029753839e-02,1.177431910435611684e+00,5.405396275010639906e-01,2.447853613804605311e-01,6.889567853464760860e-01
-1.154960585255066396e+00,-1.242776170231201793e-01,-7.080247067494997992e-01,1.545033087698289176e+00,3.804337299479038093e-01,-1.901314143692699243e+00,3.657483464176509713e-01
-4.723418938388782018e-01,8.750266147168602737e-01,1.707280618963794294e-01,-1.807975882310283389e+00,-8.012248160156499877e-01,-2.686256677102262166e-02,-8.530938831258536581e-01
1.251259933388137791e+00,-1.157068646100475551e+00,-5.391483727444627838e-03,6.697765204011778550e-01,3.704824534084983911e-01,-1.616158280790448154e-01,2.869764749285786953e-01
2.765577226751284035e-01,-1.249422650911821350e-02,-2.377455565495420475e-02,8.501788628149733462e-01,5.706471673946201806e-01,-9.571385223019610589e-01,-1.259754256126336958e-01
-6.858421287712674896e-01,9.608467715216899574e-01,6.077491747304114567e-02,-7.134431318236075237e-01,-4.107639730211171125e-01,2.224137476269114622e+00,2.284992845798600458e-01
6.772014270498022404e-01,1.641757466309317959e+00,1.068746905096962241e+00,-1.808480378441926772e-01,4.934547019385601141e-01,-1.547706845866300140e+00,-2.679413022803408539e-01
-7.949976209311054864e-01,-5.828188783271591733e-01,-7.269065462049467685e-01,-1.533979665993620678e+00,-1.104283622820003252e+00,1.019385381352777120e+00,-4.456016602154873607e-01
4.485874268667310039e-02,-3.354747399332324090e-03,-4.618799520269530057e-02,-1.050531874637493202e+00,-5.910332448953027340e-01,-5.723130503601355779e-01,-6.592138689919734285e-01
-3.302913275516696223e-01,3.817469674341059105e-01,-4.558976685650484306e-02,1.837584097758541368e+00,7.925101238667726644e-01,2.364387158759716723e+00,1.486825923776331937e+00
9.155293639442785292e-01,-1.357207810783276347e+00,-9.809448050948296749e-02,-7.137598203066294333e-01,-4.597904806494939600e-01,-5.285280051773230126e-01,-5.311363192306718384e-01
3.143596730644196979e-01,-3.103258571901708951e+00,-1.363125221846235746e+00,-7.984435977248203198e-01,-1.140429663975607300e+00,1.279063325367266524e+00,-1.751395959505853139e-01
-3.544348383497736843e-01,1.323210411713200696e-01,-1.761410436044313355e-01,-1.410114092592074653e-01,-5.471060438617370014e-02,-8.687228649677948278e-01,-3.008196369328118847e-01
4.095299996169980972e-01,-4.407891060695257601e-01,-1.336600193244984192e-01,1.014503160141550231e-01,2.720545938704337363e-01,4.969670198837919384e-01,2.880454146825868200e-01
-1.686950204639902362e-01,7.545819410184101406e-01,1.753919512961649163e-01,6.638690611609534553e-01,4.601818740133171715e-01,-1.535405851326726800e+00,-1.425782373522243573e-01
5.024372946028269338e-01,1.885092549228267467e-01,2.740789491057274430e-01,-9.909235700142673409e-01,-3.235460687837469762e-01,-4.128245524826803514e-01,-6.343948668075987118e-01
-1.585488945648183767e+00,5.507614762968923161e-01,-5.093252083108458228e-01,-2.047597874025060272e-01,-1.098459861153080752e-01,-1.463002210026768335e+00,-5.294629690563815716e-01
-5.436844318128288833e-01,1.684159283268198415e+00,5.839529320354537312e-01,1.350782365655922301e-01,1.948278593147035886e-01,1.618160938367511070e-01,-1.132611699012744944e-02
1.749072756960435626e+00,1.725544810414446628e+00,2.088541153736038325e+00,1.262257047553581479e+00,1.499376358296697465e+00,3.571065843943618257e-01,6.585426819318042080e-01
-5.021994425365300385e-01,-6.304203968033861294e-01,-5.969353791005395093e-01,8.203275720999874121e-01,-2.499595491942530057e-02,-1.286268278583656777e+00,1.558467878333499868e-01
-2.218568662212441200e+00,6.148946502735566089e-01,-5.947287816262851745e-01,-2.181873304426412474e+00,-1.427939713961977830e+00,9.441530339665210603e-01,-8.540870053700747588e-01
3.092244702753815799e-01,-9.824122713728627998e-01,-2.351828507486752318e-01,2.928562911252536427e+00,1.309780384084684446e+00,1.763801504712558255e-01,1.352550552193477751e+00
1.842595840529330231e-01,1.884354354532640885e+00,8.523049869752050700e-01,-1.480246051327769874e-01,2.494600665214605772e-01,1.089324731898992822e-02,-1.550982083332819728e-01
-8.536178501826781062e-01,-1.400871166487040798e+00,-1.171168207665923111e+00,2.710878436016853632e-01,-3.799385645774838172e-01,-5.430761644173922598e-01,-1.538483951441053377e-01
1.023394470140903456e+00,2.070460972810531430e+00,1.709336800693899150e+00,-3.276935769699462209e-01,7.198899746447686709e-01,-8.633557173702305354e-01,-6.499980327415069148e-01
1.476636209670149746e+00,2.382307945947073902e-01,8.202119712270010687e-01,2.622233810675643206e-01,5.629860819971901353e-01,-2.114478365353575709e-02,1.102042206813593217e-01
-2.923726675027386174e-02,-7.177023805225019037e-01,-3.412423185923502689e-01,-2.133730964617142067e+00,-1.209086986229955141e+00,4.265269160733294873e-01,-8.721462665682297999e-01
5.293586924675330874e-01,-4.590891742422325006e-01,5.957790948520061414e-02,2.211841227618931705e-01,-5.427214295370902386e-02,5.994005359996066318e-01,2.616047892798015750e-01
1.218549784744901165e+00,-6.963192844440605489e-01,3.536778509728883968e-01,-2.596452752533568997e+00,-1.220065942799882786e+00,3.036545523188415308e-01,-1.124666274830692592e+00
-6.171224811071343019e-01,1.555298586742661415e+00,6.091859399720618296e-01,8.457788319967646240e-01,6.145143327328500549e-01,1.529722560205027948e+00,1.093799602331431586e+00
-1.703107753482814735e+00,-5.655813396133156923e-01,-1.059022494423830896e+00,-9.748684144775592308e-01,-9.797282368332006497e-01,9.886277648870914203e-02,-5.715377073841858557e-01
1.109006609596692172e+00,7.511848062817774174e-01,1.004375677080176166e+00,-1.450943809075083246e+00,-4.006803714850989961e-02,1.417583083128700183e+00,-4.114907168700303042e-01
8.042552445930079008e-01,1.455789757692451891e+00,1.251726419089899567e+00,-1.767948463434833695e+00,-2.650155660316920181e-01,1.676320317984072439e+00,-4.569771408059244422e-01
5.068235099706248636e-01,1.976144598151678422e-01,4.805756554244885459e-01,6.518965109573411354e-01,5.811866465552826266e-01,3.439834857421127379e-01,3.265836822485333468e-01
-6.675526966532709938e-01,4.052468697368600381e+00,1.749662974395010062e+00,6.251025815329674939e-01,1.205220141065023620e+00,-3.541438859349557711e-01,1.940709895857097578e-01
9.690716989480461230e-01,-1.931524153961407642e+00,-5.266550421446293262e-01,-1.053415682063489678e+00,-8.131647487456643564e-01,4.060385054223253354e-02,-6.950302594729963479e-01
-5.542487735653680581e-01,1.676248145533157485e+00,5.098484512742514907e-01,8.296061047924201404e-01,5.979329454455167836e-01,2.409487979675455915e-01,5.915637998286110699e-01
8.911248188202914866e-01,2.181847947795933607e+00,1.697948198296208355e+00,-9.229386533052410524e-01,3.994316348553546003e-01,-8.614897516926456333e-02,-3.160712750533664073e-01
-1.227613581838605583e+00,4.735511814773530337e-01,-2.667770019211915256e-01,8.809757176953909863e-02,-1.388619247119220190e-01,2.393764630032376051e+00,7.035840543677950309e-01
1.100656955513653612e+00,-1.020013141544194424e+00,3.663905195456101244e-02,1.421268845353452770e+00,5.810427014639404364e-01,-2.028621525561943972e+00,2.442671365324073363e-01
-1.092139480138587526e+00,-6.064499787819492838e-01,-8.114898422020352386e-01,4.780538087927763691e-01,-1.390746500563335708e-01,-1.066625296431581882e+00,-1.061046640043140088e-01
1.191655649671895523e+00,-2.577392930562106832e-01,2.748481036755345830e-01,3.208385939356148131e-01,2.675884702105868485e-01,-1.391894854555287386e+00,-1.942223840112859701e-01
-7.466936213789457932e-01,1.301561398678028059e-01,-2.605472502187215489e-01,7.494809993772633128e-01,2.817459228104286506e-01,1.007380353822218799e+00,6.946901074785203356e-01
1.117116457125729267e+00,-9.337474326000900771e-01,4.831770255741816428e-02,-1.482270764368533333e+00,-8.319312123185023111e-01,-1.044541706679549042e+00,-7.500090361198820110e-01
-7.713908857807016961e-01,9.675014962306144328e-01,-1.116331030768892285e-01,3.149964109589343132e-04,-2.546646461279103435e-02,2.352390327750779608e-01,1.024510624978889062e-01
9.481714482869478822e-01,-4.003879772633888168e-01,1.279050052373653656e-01,-1.219907615974114679e+00,-4.836041046777867503e-01,3.908199467206315281e-01,-4.276930471217970653e-01
-1.420201152490207230e-01,-1.446295170086187021e+00,-8.706516260582859434e-01,-1.945657219442488151e-01,-5.927922934692009260e-01,-1.176033050903862343e+00,-3.539617611865951141e-01
8.478332959160871374e-01,1.863498523699451903e+00,1.446676082518099093e+00,2.055621154924261784e+00,1.803576338663383627e+00,1.133061775418669592e+00,1.368890919846426746e+00
-1.189141959809832505e+00,1.983162279536307693e-01,-3.892094176643053904e-01,3.420761741072741446e-01,2.074768429753876264e-01,-1.868783210648312099e-01,3.002842440134045887e-01
-9.847907043744599243e-01,-2.967490708043314385e-01,-6.850920729224135863e-01,3.297406451390351712e-01,-2.351876102578548677e-01,-2.682486946785891391e-01,-1.940458554379217992e-02
9.087742906084675942e-01,2.355411791723953208e+00,1.643440609746373182e+00,1.680003957278996207e+00,1.623391390867416018e+00,-2.066652769089548425e+00,4.852848325586992528e-01
-1.297902149222665003e+00,-1.185264196060332953e+00,-1.137836595427058173e+00,3.645126045772209000e-01,-3.438779243702559940e-01,2.597940152996333629e-01,8.528395310434874754e-02
4.236853547299023193e-01,1.011497561716574234e+00,5.756192131613464547e-01,1.208840371874635444e+00,7.162757140663448263e-01,-2.599064584430304414e+00,-2.173167391110158997e-01
-9.289253656077501864e-01,-9.121614845015179052e-01,-9.228310913525674675e-01,-8.554572682683619922e-02,-4.670588083234145094e-01,3.302920210132478940e-01,9.968975517209710535e-03
2.285235022171130601e-02,1.658410513707889722e+00,7.975840712963155887e-01,8.032115550077809640e-01,7.979294775828035258e-01,2.989631199960871566e-01,5.553905797061731153e-01
1.542401199491962582e-01,6.563177482580708766e-01,3.732835221235732970e-01,-3.595768548574888035e-01,-2.485103112782969387e-02,-2.106036885203734332e+00,-6.782526834240337754e-01
1.807725222886833460e-01,-2.312608905799627745e+00,-1.207316277453655662e+00,3.278761458332088430e-01,-2.785953143683341793e-01,1.816573360022021300e+00,4.398024129954646311e-01
-1.579410691492204033e-01,5.188196797100969038e-01,2.118508582195017531e-01,-1.714234476588684775e+00,-5.832904810641056370e-01,-3.290138074767877119e-01,-9.631897769663435582e-01
-1.767041581860222754e+00,3.396424665263692244e+00,9.078484588195034899e-01,8.757965530781507135e-02,5.910690333717651956e-01,4.172502263546824797e-02,-3.811432182092425180e-02
1.905923789417464679e-03,-6.841044044952340197e-01,-3.013776561131210063e-01,1.175370420397536808e+00,5.630706391383188958e-01,-6.286976083995254871e-01,5.459158762880049753e-01
-8.798857297221120144e-02,-1.422821713708856753e-02,-1.052283404251560667e-01,9.628905689824581726e-01,4.589862386260270544e-01,-1.294790285187026102e+00,1.700976045937318271e-01
2.308976467023700074e+00,9.897873390042691844e-01,1.588904619865569856e+00,6.602409187823007342e-01,1.212010816117863987e+00,-1.210468723013506498e+00,-1.164990076216962933e-01
-3.185104133425848416e-01,-6.734496808341934315e-01,-3.710557383393865427e-01,-5.305930246153952590e-01,-4.686503248890069306e-01,-1.775065741075552150e+00,-7.787886059033125585e-01
-1.614521888253541482e+00,-1.398936667243354803e-01,-9.331166872850317207e-01,4.436100547648354486e-01,-1.822209427848239249e-01,-1.400195416177740126e+00,-1.953638258300342545e-01
-2.042444916673886168e-01,7.228863663717021160e-01,1.162298996752079427e-01,1.145475132694283804e+00,6.841881870327221060e-01,4.104024717967142966e-01,6.519147053310201390e-01
-2.072869279330349812e+00,-1.373343373015585511e+00,-1.699573033154753388e+00,9.308460008039810551e-01,-5.795335489338309110e-01,-8.806137996171613525e-01,3.219363750016085435e-01
2.818285542250011932e-01,-1.235652317126171296e+00,-4.955562463585360122e-01,-1.689827614437106496e+00,-1.115459512435495792e+00,1.041050093023104139e+00,-7.862662809844224165e-01
-8.498798629740497157e-01,-1.154238121671368855e+00,-1.004900826003360947e+00,-8.203716412595211116e-01,-1.090571229843520840e+00,1.095560040589782513e-01,-4.497882873838225382e-01
2.272160458565966878e-01,1.884679173060699320e+00,1.245347273046593317e+00,3.761807409817469194e-01,6.487832336669481226e-01,1.452208040023925673e+00,7.014833186746423088e-01
6.392154583203075724e-01,-1.245389831216630938e+00,-2.101135230283208144e-01,1.792406082365118003e+00,8.062610333121957851e-01,-3.596823173091167614e-01,7.455811711599268365e-01
-1.469253991438037588e+00,-4.601441323114779380e-01,-8.412495371785096987e-01,-2.897906597874187473e-01,-4.610865164984627729e-01,1.185625657788812681e+00,2.999634407894886112e-01
1.825746541013339108e+00,9.041462025639412925e-01,1.309084325602884569e+00,1.192923544064342645e+00,1.345298316199848410e+00,6.587105344668771068e-01,7.131426983272218800e-01
8.108906690305525133e-01,2.514830076588184582e+00,1.566093680509080155e+00,-2.705810554057432871e-01,5.930596202665946448e-01,1.927559975637567868e+00,3.656026107377975953e-01
-7.258279298224836751e-01,6.324620992124614371e-01,-1.270416820875952257e-01,-1.092157438728035002e-01,-1.651573817217506790e-01,1.609220793126391102e+00,3.867027777615913431e-01
-4.815527633575021338e-01,-1.046533721761308211e+00,-8.123524082212408848e-01,-1.741385815975617091e-01,-5.758428062478520015e-01,-1.182927730251775167e-01,-1.673784113686770936e-01
-4.402591873220297602e-02,1.103936941431397312e+00,4.836192565672499111e-01,-2.998042661072045645e-01,1.382505214383274172e-01,-6.702415072034960675e-01,-3.746907108492533167e-01
3.400327310301689554e-01,-1.058942010750170359e+00,-3.086180586435051665e-01,1.984141403654774427e-01,-1.747498716697925558e-01,1.733255056158260199e-01,3.157506520240008774e-01
3.381363536051685825e-01,-1.946071396106101858e-01,1.000462888116247784e-02,-3.889691696709310920e-01,-2.263878656380820531e-01,1.677528184472886208e+00,1.996416708070916646e-01
3.738370721960660781e+00,1.141448810822696558e+00,2.302130722681749120e+00,5.409472712946904460e-01,1.228611657526497591e+00,1.158312592016034870e+00,6.571076426627115996e-01
9.402207514144662603e-01,-1.312511770963010471e-01,2.153121745914295670e-01,1.443950846658554221e+00,9.065800834398098917e-01,2.471861077595446099e-01,7.996460529577976706e-01
4.960037120244109587e-01,1.591088209608294335e+00,8.317251005475696513e-01,8.820059643949771377e-01,9.147317954070187662e-01,5.662478895775122645e-01,7.297937945666910231e-01
6.856516621368407005e-01,-1.024578013821998868e+00,-1.596108213997911862e-01,2.563289478998683202e-01,1.173495691873183977e-01,-1.537427595388830559e+00,-2.434654387059278502e-01
1.393190372016474443e+00,-2.649365134700068514e-01,4.925528889422616796e-01,-6.488255552745052501e-01,-8.148508732082371253e-02,-9.996293527420567759e-01,-6.840134260874888295e-01
-5.129658454623621244e-01,2.614866830118355301e-01,-7.142251114462649930e-02,-7.477117516385568541e-01,-6.175049286022133987e-01,6.066265091354101635e-01,-2.282138344041385325e-01
-5.127741932938467695e-01,-1.114987684760215370e+00,-6.990585807797051743e-01,-1.456843966718556649e+00,-9.292068591147157886e-01,4.759028280373899245e-01,-7.557145333004731125e-01
-3.734826077431395719e-01,-1.381709766124931571e+00,-9.639212209096901240e-01,4.795786639202816865e-02,-4.594206518942738349e-01,4.447789448436308413e-01,1.580162403396624948e-01
-4.895593450306209293e-01,-8.055894064259201404e-01,-6.123643354347773071e-01,-1.508206784345176854e-01,-3.302839686543519448e-01,-3.772600873101943919e-01,-1.213815683909498788e-01
-2.160147474074566531e+00,-2.615813379479486889e-01,-1.324800933831659977e+00,-1.103749964611238088e+00,-1.229711108654468088e+00,5.843162861162498611e-01,-6.681838270657551870e-01
-1.874381867256949441e+00,7.950478158979573662e-01,-4.549518976161021633e-01,1.568426770067361309e+00,5.843997749391688368e-01,1.033122947818054804e+00,1.081273515255533280e+00
-1.060390822064061656e+00,-1.189284233409762193e+00,-1.180781664740371717e+00,8.169049616446552031e-01,-2.014090881788118403e-01,-6.115623821781264180e-01,2.189733774362080387e-01
9.592883730003712861e-01,5.688511203147189610e-02,3.785270156893004723e-01,-5.981862200341573482e-02,3.470239658801890781e-01,4.146350073260710589e-01,6.546100205913382708e-02
-1.238670484597733656e+00,2.745220658445797768e-01,-5.903856938842080293e-01,-1.314503579930073329e-01,-3.685452056015602329e-01,1.012495798645655087e+00,1.033539086835275761e-01
-9.294848034212780385e-01,-4.694457028457171277e-01,-6.807676288773485407e-01,-2.866100797368678066e-01,-5.691631683178595136e-01,1.109340939071819382e-01,-1.814123723113454378e-01
3.301000959275351976e-01,-4.244142723666440298e-01,-1.009237002288426444e-01,3.283385176721090315e-01,5.261027132185906730e-02,9.506220025643610794e-02,7.135962408759197184e-02
1.146531526738360007e+00,1.013058286732072988e+00,1.139330532840111321e+00,3.074017866519442310e-01,8.111102120939842619e-01,1.323563311870531223e+00,4.244613842691968841e-01
5.205201390397204975e-01,-1.319046332972637403e+00,-4.723724956353758109e-01,1.038512059574285162e+00,3.572914748031464915e-01,-7.971282865844061538e-01,3.528210192018707558e-01
2.810888126639648488e-01,-6.714870930093673473e-02,1.373813948781466565e-01,5.325713267949385571e-02,1.614163920215593295e-01,1.613195877414640877e+00,4.410686804364823410e-01
-5.781372568035801907e-01,7.438519392303551969e-01,5.099662704301951427e-02,3.235126372755771085e-01,1.173556137733041543e-01,2.022308010626899577e+00,5.714352768524614268e-01
3.700667458050254099e-01,-1.703157512070741231e-01,1.510744083059688270e-01,1.473338149142950360e-01,1.873680635230797198e-01,6.338938677025547641e-02,-3.078580056963985123e-02
-9.479034681068294610e-01,-2.790686907940598260e-01,-5.532295821479465969e-01,5.518802602345141972e-01,5.133749699620189511e-02,-1.742687646380006727e-01,2.529041272093017767e-01
6.042410627748736607e-01,1.353033074592825402e+00,8.954092465555479885e-01,-7.338010723567900406e-01,1.440813649918240569e-02,1.238818135326229086e+00,-1.480758366178565044e-01
-1.481591366012560584e+00,2.116537164698888140e-01,-6.991513678277082589e-01,4.252797352890994032e-01,-1.318833956719962230e-01,-1.918619703823424505e+00,-1.257345165916943786e-01
-1.210536998804469411e+00,1.671573748748222260e-02,-4.175614670714760113e-01,1.708275169555626194e+00,5.700352010107747613e-01,-6.379455415050674372e-01,6.465248680769699607e-01
-3.467538106247683993e-01,1.010726420634311173e+00,3.063490880564894714e-01,6.759487002947714984e-01,5.261260755049020910e-01,-9.902454422663162226e-02,1.316715877444172844e-01
-2.882107660651305747e-01,-1.338549843624771807e+00,-9.885219880126885350e-01,-6.507097377821524642e-02,-5.298452662982378047e-01,2.262145703530288321e-01,1.980215836669330931e-01
1.193706606989946906e+00,1.325571098943534865e-01,4.675500990285156311e-01,-4.823954418494621338e-02,2.546517130461266598e-01,7.408114584477349940e-01,2.878341003767997952e-01
-1.572782049365902546e-01,1.774717211827171459e+00,7.237260726519650911e-01,4.591815070328452153e-01,5.504086977820725757e-01,1.309482487301661724e+00,4.300169131785626098e-01
-2.090234402968826011e+00,2.069395193683876144e+00,-4.741601345580812726e-02,8.653083950595571450e-01,5.623089451202294420e-01,-2.522241663395983768e-01,3.467120627309245862e-01
2.412916743570231171e-01,-1.000170635584113343e+00,-3.353829126610985423e-01,1.075408493511728958e+00,3.716710675108911843e-01,-9.841499726725483344e-01,2.249905493274278745e-01
6.477738664756677034e-01,-1.764869576760859538e+00,-4.138026583639187184e-01,7.493152898381179039e-01,2.504116593982483874e-01,1.074945101341217235e+00,6.208246209153091000e-01
1.219688880479591120e+00,-1.021726632242068861e-01,4.392205099159153248e-01,-1.343454467110348327e+00,-3.972194918781945527e-01,4.209418610799290361e-01,-5.035602158386497385e-01
6.644182301421155401e-01,6.934162569455922798e-01,6.929257889801049286e-01,-1.015200619952183914e+00,-1.903375737772052267e-01,1.405679976547114851e+00,-1.134223857605981267e-01
1.074500165096138327e+00,1.265400997551623385e+00,1.184317741663289958e+00,-3.941622359441712686e-01,4.163634044915726085e-01,-2.687795786020461097e+00,-7.720502972638851880e-01
-7.858345131781430126e-01,-4.060087511316381459e-01,-7.915972884621536032e-01,-1.015733134854196751e-01,-4.252713387874434980e-01,-2.955169270609529497e-01,-1.537294362275866411e-01
2.774589071365247683e-01,-1.005871453675730498e+00,-4.199945722779865331e-01,8.563132414786126523e-01,3.111281669248238124e-01,1.548623607396139024e+00,8.433961907220806076e-01
-1.108471068020944639e+00,-1.174036249172635410e-01,-5.149340701693687627e-01,1.937395363562722725e-02,-1.579550733133542884e-01,-1.038621839007209946e+00,-1.946932391335646217e-01
1.631906503406289177e+00,3.879805208006125716e-01,1.132886831038249609e+00,7.637158010486745363e-01,1.026084994760232627e+00,5.539606338491043225e-01,5.735155564311977816e-01
-1.797103318305040442e+00,4.088153744558380986e-01,-6.470544197172996004e-01,-5.989683415505914210e-02,-3.611369547663295654e-01,-2.434716835078472585e-01,8.302258225587834384e-02
6.896020719445027092e-02,1.702562841366675794e+00,9.574818073811384167e-01,1.556220971529736818e+00,1.247317996344315505e+00,-2.160259885472997354e-01,7.546305516437996630e-01
5.264397223674919246e-01,-1.743471641118258475e+00,-5.771742684472430662e-01,-7.125364196004891904e-01,-5.617106092017984942e-01,1.682754022660993276e-01,-5.198050340548149295e-02
-1.127024938079079913e-01,2.624175820964266270e-01,8.374416681924787276e-02,1.480321383314139039e-01,-2.610981576699319961e-02,1.193781111468693368e+00,3.679045486150945843e-01
-1.635500405908980326e-01,-9.224016518646780405e-01,-6.149180249569898837e-01,-1.063460401794270593e+00,-7.030422517599508314e-01,3.149575822220913035e-01,-4.231535186577432550e-01
-5.453636297626283103e-01,-1.717334764023252802e+00,-1.022783123178980569e+00,2.090220442972236192e+00,4.476383099466830218e-01,-2.153185461106967569e-01,9.479734460075779356e-01
9.946706185698044322e-01,-1.158180347296456247e+00,1.132912493329679693e-02,-5.296851476186271723e-01,-3.395532752221808170e-01,-6.152575356962562969e-01,-4.695739724799099513e-01
-4.149512970255780364e-01,-9.414785781726500158e-01,-7.935144159077939241e-01,-6.132730128716666895e-01,-6.877544226435599040e-01,-1.031290885378676192e-01,-3.064192711270126157e-01
4.145316061890630954e-01,6.928902867582749370e-02,1.835304568864453423e-01,4.930507009070605462e-01,3.231580704949980065e-01,3.832235974564816572e-01,4.006103832439407153e-01
-1.064550154139216609e+00,-8.515175381098243346e-01,-1.115812595117114725e+00,1.352387606374193085e+00,1.665009073408600382e-01,-6.166455617931112521e-01,4.191187003528655808e-01
2.586805011978019486e-01,6.478488242214637260e-01,4.982471500837448719e-01,6.601757322045042065e-01,5.433064557945519457e-01,5.178516417572213981e-02,3.073927428568080100e-01
-2.498297881550756827e+00,-1.325796318748740932e+00,-2.024852990612258097e+00,6.934438614798451583e-01,-7.339499885944550384e-01,2.653002299659970586e-01,3.946802808222951708e-01
8.829554171800987339e-01,-1.373711675305286484e+00,-2.443187531502912513e-01,-1.233698479218947375e+00,-7.140969477032206303e-01,-2.013713261064791205e+00,-1.141568339405661270e+00
-4.916905184539723250e-01,9.259663255351060496e-01,3.641227867982824162e-01,1.086034746029555798e-01,2.370017919402629958e-01,-4.237216254873169552e-01,-7.635479945751949549e-03
-5.350606970171452037e-01,3.656865453198555049e-01,-5.800519648353941182e-02,-2.882752270216127677e+00,-1.523216828395991929e+00,-5.429630150329993743e-01,-1.844972385600547993e+00
